2025-03-06 03:29:57,011 INFO  [main] c.m.m.Launcher.main(76): ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.2.21, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914]
2025-03-06 03:29:57,025 INFO  [main] c.m.m.Launcher.<init>(51): ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.9 by Oracle Corporation
2025-03-06 03:29:57,396 INFO  [main] mixin.info(97): SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/kiridepapel/Desktop/server%201.18.2/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2316!/ Service=ModLauncher Env=SERVER
2025-03-06 03:29:58,622 INFO  [main] n.m.f.l.m.JarInJarDependencyLocator.scanMods(55): Found 1 dependencies adding them to mods collection
2025-03-06 03:30:02,248 INFO  [main] mixin.info(97): Compatibility level set to JAVA_17
2025-03-06 03:30:02,292 ERROR [main] mixin.error(77): Mixin config azurelib.mixins.json does not specify "minVersion" property
2025-03-06 03:30:02,387 INFO  [main] c.m.m.LaunchServiceHandler.launch(52): Launching target 'forgeserver' with arguments []
2025-03-06 03:30:02,540 WARN  [main] mixin.warn(132): Reference map 'cristellib-common-refmap.json' for cristellib-common.mixins.json could not be read. If this is a development environment you can ignore this message
2025-03-06 03:30:02,542 WARN  [main] mixin.warn(132): Reference map 'cristellib-forge-refmap.json' for cristellib.mixins.json could not be read. If this is a development environment you can ignore this message
2025-03-06 03:30:21,135 INFO  [modloading-worker-0] Dungeon Crawl.<init>(52): Here we go! Launching Dungeon Crawl 2.3.14...
2025-03-06 03:30:22,606 INFO  [modloading-worker-0] n.m.c.ForgeMod.<init>(143): Forge mod loading, version 40.2.21, for MC 1.18.2 with MCP 20220404.173914
2025-03-06 03:30:22,720 INFO  [modloading-worker-0] n.m.c.MinecraftForge.initialize(41): MinecraftForge v40.2.21 Initialized
2025-03-06 03:30:22,609 INFO  [modloading-worker-0] Framework.registerDataKey(148): Registered synced data key tac:aiming for minecraft:living_entity
2025-03-06 03:30:22,756 INFO  [modloading-worker-0] m.a.a.AzureLib.addTrackedConfig(102): Registered azurelib config for auto-sync function
2025-03-06 03:30:23,062 INFO  [modloading-worker-0] c.m.MohistMC.init(17): EventDispatcherRegistry initialized
2025-03-06 03:30:23,026 INFO  [modloading-worker-0] Framework.registerDataKey(148): Registered synced data key tac:shooting for minecraft:living_entity
2025-03-06 03:30:25,269 INFO  [modloading-worker-0] Framework.registerDataKey(148): Registered synced data key tac:reloading for minecraft:living_entity
2025-03-06 03:30:25,759 INFO  [modloading-worker-0] Framework.registerDataKey(148): Registered synced data key tac:moving for minecraft:living_entity
2025-03-06 03:30:26,006 INFO  [modloading-worker-0] Framework.registerDataKey(148): Registered synced data key tac:stop_anima for minecraft:living_entity
2025-03-06 03:30:25,590 INFO  [modloading-worker-0] d.w.b.BCC.<init>(35): Better Compatibility Checker loading
2025-03-06 03:30:26,172 INFO  [modloading-worker-0] Framework.registerDataKey(148): Registered synced data key tac:qrepairing for minecraft:living_entity
2025-03-06 03:30:27,081 INFO  [modloading-worker-0] d.a.n.f.NetworkManagerImpl.registerC2SReceiver(169): Registering C2S receiver with id architectury:sync_ids
2025-03-06 03:30:27,418 INFO  [modloading-worker-0] c.t.l.LegendsMod.register(33): Registered Superheroes pack with id: legends_superheroes
2025-03-06 03:30:27,479 INFO  [modloading-worker-0] Puzzles Lib.construct(30): Constructing common components for puzzleslib:main
2025-03-06 03:30:29,072 INFO  [modloading-worker-0] Cristel Lib.dumpDirect(134): dumping Runtime Pack's assets and data
2025-03-06 03:30:30,725 INFO  [main] c.t.l.LegendsMod.registerCapabilities(111): legendsmod: capabilities are registered!
2025-03-06 03:30:30,801 INFO  [main] c.t.l.LegendsMod.registerCapabilities(117): legends_superheroes: capabilities are registered!
2025-03-06 03:31:13,081 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/configured_feature / evilcraft:stone_netherfish]' to registry
2025-03-06 03:31:13,088 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/configured_feature / evilcraft:stone_nether_silverfish_extra]' to registry
2025-03-06 03:31:13,116 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/placed_feature / evilcraft:stone_netherfish]' to registry
2025-03-06 03:31:13,147 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/placed_feature / evilcraft:stone_nether_silverfish_extra]' to registry
2025-03-06 03:31:13,166 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/configured_feature / evilcraft:stone_netherfish]' to registry
2025-03-06 03:31:13,188 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/configured_feature / evilcraft:stone_nether_silverfish_extra]' to registry
2025-03-06 03:31:13,217 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/placed_feature / evilcraft:stone_netherfish]' to registry
2025-03-06 03:31:13,227 ERROR [main] n.m.Util.m_143785_(408): Adding duplicate key 'ResourceKey[minecraft:worldgen/placed_feature / evilcraft:stone_nether_silverfish_extra]' to registry
2025-03-06 03:31:14,447 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `joker_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,476 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `joker_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,508 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `joker_legs`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,559 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `joker_feet`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,632 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `homelander_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,682 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `homelander_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,705 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `homelander_legs`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,728 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `homelander_feet`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,743 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `spider_man_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,763 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `spider_man_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,764 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `spider_man_legs`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,766 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `spider_man_feet`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,767 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `superman_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,769 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `superman_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,773 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `superman_legs`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,774 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `superman_feet`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,776 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `thor_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,777 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `thor_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,778 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `thor_legs`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,780 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `thor_feet`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,786 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `robin_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,790 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `robin_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,793 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `robin_legs`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,795 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `robin_feet`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,804 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `moon_knight_head`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
2025-03-06 03:31:14,818 INFO  [main] n.m.r.GameData.checkPrefix(946): Potentially Dangerous alternative prefix `legends_superheroes` for name `moon_knight_chest`, expected `legendsmod`. This could be a intended override, but in most cases indicates a broken mod.
